location,NO2Level,TSGAS,JamFactor,TSJAM,lat,lon,ts 
KC4,46.4,2016-04-16 12:00:00,5.4741,2016-04-16T13:17:29.000+0000,51.48743685,-0.168397129,1460812711277 
KC5,55.1,2016-04-16 12:00:00,5.53724,2016-04-16T13:17:29.000+0000,51.49019756,-0.190863311,1460812711277 
KC5,58.7,2016-04-17 03:00:00,0.21791,2016-04-17T04:47:33.000+0000,51.49019756,-0.190863311,1460868511823 
KC3,69.7,2016-04-13 21:00:00,3.5643,2016-04-16T19:32:32.000+0000,51.49913951,-0.164337605,1460835211487 
KC5,77.8,2016-04-16 06:00:00,4.45429,2016-04-16T07:48:24.000+0000,51.49019756,-0.190863311,1460792911073 
KC3,69.7,2016-04-13 21:00:00,4.79477,2016-04-15T22:03:19.000+0000,51.49913951,-0.164337605,1460757810857 
KC3,69.7,2016-04-13 21:00:00,6.82006,2016-04-16T13:32:29.000+0000,51.49913951,-0.164337605,1460813611287 
KC3,69.7,2016-04-13 21:00:00,0.18206,2016-04-17T02:17:32.000+0000,51.49913951,-0.164337605,1460859511730 
KC4,67.5,2016-04-17 01:00:00,1.04138,2016-04-17T02:17:32.000+0000,51.48743685,-0.168397129,1460859511730 
KC3,69.7,2016-04-13 21:00:00,3.58292,2016-04-17T08:47:33.000+0000,51.49913951,-0.164337605,1460882911943 
KC4,60.3,2016-04-15 23:00:00,1.75675,2016-04-16T00:18:19.000+0000,51.48743685,-0.168397129,1460765910900 
KC4,51,2016-04-16 09:00:00,4.23829,2016-04-16T10:32:29.000+0000,51.48743685,-0.168397129,1460802811136 
KC3,69.7,2016-04-13 21:00:00,0.00228,2016-04-16T02:18:21.000+0000,51.49913951,-0.164337605,1460773110951 
KC5,32.9,2016-04-16 01:00:00,1.52763,2016-04-16T02:18:21.000+0000,51.49019756,-0.190863311,1460773110951 
KC5,82.5,2016-04-16 22:00:00,2.08122,2016-04-16T23:32:32.000+0000,51.49019756,-0.190863311,1460849611617 
KC3,69.7,2016-04-13 21:00:00,0.83092,2016-04-17T07:17:33.000+0000,51.49913951,-0.164337605,1460877511913 
KC4,45.7,2016-04-17 06:00:00,0.87179,2016-04-17T07:17:33.000+0000,51.48743685,-0.168397129,1460877511913 
KC5,58.9,2016-04-17 06:00:00,0.42769,2016-04-17T07:17:33.000+0000,51.49019756,-0.190863311,1460877511913 
KC4,34.9,2016-04-16 05:00:00,1.94394,2016-04-16T06:47:24.000+0000,51.48743685,-0.168397129,1460789311056 
KC4,67.5,2016-04-17 01:00:00,1.42916,2016-04-17T02:47:32.000+0000,51.48743685,-0.168397129,1460861311741 
KC4,60.7,2016-04-16 19:00:00,4.75218,2016-04-16T20:47:32.000+0000,51.48743685,-0.168397129,1460839711549 
KC5,31,2016-04-16 02:00:00,0,2016-04-16T03:18:20.000+0000,51.49019756,-0.190863311,1460776710980 
KC3,69.7,2016-04-13 21:00:00,1.93518,2016-04-17T00:32:32.000+0000,51.49913951,-0.164337605,1460853211665 
KC3,69.7,2016-04-13 21:00:00,5.03682,2016-04-16T14:47:30.000+0000,51.49913951,-0.164337605,1460818111334 
KC3,69.7,2016-04-13 21:00:00,4.44468,2016-04-16T15:17:30.000+0000,51.49913951,-0.164337605,1460819911351 
KC4,46.9,2016-04-16 14:00:00,5.64551,2016-04-16T15:17:30.000+0000,51.48743685,-0.168397129,1460819911351 
KC4,58.3,2016-04-16 22:00:00,1.49568,2016-04-17T00:02:32.000+0000,51.48743685,-0.168397129,1460851411649 
KC3,69.7,2016-04-13 21:00:00,5.63963,2016-04-15T21:48:19.000+0000,51.49913951,-0.164337605,1460756910853 
KC5,68.3,2016-04-17 07:00:00,1.59132,2016-04-17T08:47:33.000+0000,51.49019756,-0.190863311,1460882911943 
KC4,57.1,2016-04-17 07:00:00,2.57882,2016-04-17T08:47:33.000+0000,51.48743685,-0.168397129,1460882911943 
KC3,69.7,2016-04-13 21:00:00,2.61055,2016-04-16T07:33:24.000+0000,51.49913951,-0.164337605,1460792011069 
KC4,69.5,2016-04-15 20:00:00,2.72828,2016-04-15T21:48:19.000+0000,51.48743685,-0.168397129,1460756910853 
KC5,55.5,2016-04-17 05:00:00,1.90053,2016-04-17T06:32:33.000+0000,51.49019756,-0.190863311,1460874811891 
KC3,69.7,2016-04-13 21:00:00,3.56677,2016-04-16T08:17:24.000+0000,51.49913951,-0.164337605,1460794711082 
KC4,48.7,2016-04-16 08:00:00,5.12189,2016-04-16T09:47:29.000+0000,51.48743685,-0.168397129,1460800111104 
KC3,69.7,2016-04-13 21:00:00,0,2016-04-16T03:03:21.000+0000,51.49913951,-0.164337605,1460775810976 
KC3,69.7,2016-04-13 21:00:00,0.12441,2016-04-16T00:48:19.000+0000,51.49913951,-0.164337605,1460767710913 
KC3,69.7,2016-04-13 21:00:00,0.31587,2016-04-17T05:32:33.000+0000,51.49913951,-0.164337605,1460871211864 
KC5,60.8,2016-04-17 04:00:00,0.10428,2016-04-17T05:32:33.000+0000,51.49019756,-0.190863311,1460871211864 
KC4,42.3,2016-04-17 04:00:00,0,2016-04-17T05:32:33.000+0000,51.48743685,-0.168397129,1460871211864 
KC3,69.7,2016-04-13 21:00:00,0.29351,2016-04-16T05:48:22.000+0000,51.49913951,-0.164337605,1460785711018 
KC5,33.8,2016-04-16 04:00:00,0.69647,2016-04-16T05:48:22.000+0000,51.49019756,-0.190863311,1460785711018 
KC4,26.1,2016-04-16 04:00:00,0.82085,2016-04-16T05:48:22.000+0000,51.48743685,-0.168397129,1460785711018 
KC3,69.7,2016-04-13 21:00:00,0,2016-04-16T04:48:22.000+0000,51.49913951,-0.164337605,1460782111005 
KC5,106.6,2016-04-15 20:00:00,3.06268,2016-04-15T22:03:19.000+0000,51.49019756,-0.190863311,1460757810857 
KC4,69.5,2016-04-15 20:00:00,4.18033,2016-04-15T22:03:19.000+0000,51.48743685,-0.168397129,1460757810857 
KC5,79.4,2016-04-15 21:00:00,1.45975,2016-04-15T22:18:19.000+0000,51.49019756,-0.190863311,1460758710861 
KC4,55.7,2016-04-15 21:00:00,4.2346,2016-04-15T22:18:19.000+0000,51.48743685,-0.168397129,1460758710861 
KC3,69.7,2016-04-13 21:00:00,3.16848,2016-04-16T08:02:24.000+0000,51.49913951,-0.164337605,1460793811078 
KC4,46.4,2016-04-16 06:00:00,2.13819,2016-04-16T08:02:24.000+0000,51.48743685,-0.168397129,1460793811078 
KC3,69.7,2016-04-13 21:00:00,0.03377,2016-04-17T01:17:32.000+0000,51.49913951,-0.164337605,1460855911700 
KC4,77.8,2016-04-17 00:00:00,0.4914,2016-04-17T01:17:32.000+0000,51.48743685,-0.168397129,1460855911700 
KC5,85.9,2016-04-17 00:00:00,0.37977,2016-04-17T01:17:32.000+0000,51.49019756,-0.190863311,1460855911700 
KC4,48.3,2016-04-16 10:00:00,4.92845,2016-04-16T11:17:29.000+0000,51.48743685,-0.168397129,1460805511174 
KC5,82.2,2016-04-16 20:00:00,4.03316,2016-04-16T22:02:33.000+0000,51.49019756,-0.190863311,1460844211581 
KC5,60.8,2016-04-17 04:00:00,0.8861,2016-04-17T06:02:32.000+0000,51.49019756,-0.190863311,1460873011875 
KC3,69.7,2016-04-13 21:00:00,3.83734,2016-04-16T19:17:32.000+0000,51.49913951,-0.164337605,1460834311473 
KC5,81.6,2016-04-16 18:00:00,3.23038,2016-04-16T19:17:32.000+0000,51.49019756,-0.190863311,1460834311473 
KC3,69.7,2016-04-13 21:00:00,6.89499,2016-04-16T13:02:29.000+0000,51.49913951,-0.164337605,1460811811268 
KC5,69.9,2016-04-16 11:00:00,6.17445,2016-04-16T13:02:29.000+0000,51.49019756,-0.190863311,1460811811268 
KC4,46.4,2016-04-16 11:00:00,4.46465,2016-04-16T13:02:29.000+0000,51.48743685,-0.168397129,1460811811268 
KC4,55,2016-04-17 05:00:00,0.66642,2016-04-17T06:32:33.000+0000,51.48743685,-0.168397129,1460874811891 
KC3,69.7,2016-04-13 21:00:00,0,2016-04-17T06:32:33.000+0000,51.49913951,-0.164337605,1460874811891 
KC4,75.9,2016-04-16 23:00:00,1.8621,2016-04-17T00:32:32.000+0000,51.48743685,-0.168397129,1460853211665 
KC4,77.8,2016-04-17 00:00:00,1.29727,2016-04-17T02:02:32.000+0000,51.48743685,-0.168397129,1460858611724 
KC4,72.9,2016-04-16 21:00:00,2.48801,2016-04-16T23:02:32.000+0000,51.48743685,-0.168397129,1460847811595 
KC5,89.9,2016-04-16 21:00:00,2.1909,2016-04-16T23:02:32.000+0000,51.49019756,-0.190863311,1460847811595 
KC3,69.7,2016-04-13 21:00:00,6.19545,2016-04-16T11:17:29.000+0000,51.49913951,-0.164337605,1460805511174 
KC4,54.1,2016-04-16 20:00:00,3.74997,2016-04-16T21:47:32.000+0000,51.48743685,-0.168397129,1460843311575 
KC4,69.5,2016-04-15 20:00:00,2.28603,2016-04-15T21:33:16.000+0000,51.48743685,-0.168397129,1460756010844 
KC5,43.4,2016-04-16 00:00:00,1.54941,2016-04-16T01:48:20.000+0000,51.49019756,-0.190863311,1460771310936 
KC4,54.1,2016-04-16 20:00:00,3.21836,2016-04-16T21:17:32.000+0000,51.48743685,-0.168397129,1460841511563 
KC3,69.7,2016-04-13 21:00:00,0.01692,2016-04-16T01:33:20.000+0000,51.49913951,-0.164337605,1460770410927 
KC5,43.4,2016-04-16 00:00:00,0.77992,2016-04-16T01:33:20.000+0000,51.49019756,-0.190863311,1460770410927 
KC4,38.6,2016-04-16 00:00:00,0.56156,2016-04-16T01:33:20.000+0000,51.48743685,-0.168397129,1460770410927 
KC5,57.4,2016-04-17 02:00:00,0.47013,2016-04-17T03:32:32.000+0000,51.49019756,-0.190863311,1460864011754 
KC3,69.7,2016-04-13 21:00:00,0.00225,2016-04-17T03:32:32.000+0000,51.49913951,-0.164337605,1460864011754 
KC3,69.7,2016-04-13 21:00:00,0.09645,2016-04-17T05:47:33.000+0000,51.49913951,-0.164337605,1460872111871 
KC3,69.7,2016-04-13 21:00:00,4.37467,2016-04-16T16:47:31.000+0000,51.49913951,-0.164337605,1460825311407 
KC4,60.3,2016-04-15 23:00:00,0.80594,2016-04-16T00:48:19.000+0000,51.48743685,-0.168397129,1460767710913 
KC3,69.7,2016-04-13 21:00:00,3.21243,2016-04-17T09:32:33.000+0000,51.49913951,-0.164337605,1460885611983 
KC4,57.7,2016-04-17 08:00:00,3.76756,2016-04-17T09:32:33.000+0000,51.48743685,-0.168397129,1460885611983 
KC5,86.2,2016-04-17 08:00:00,2.4529,2016-04-17T09:32:33.000+0000,51.49019756,-0.190863311,1460885611983 
KC5,33.8,2016-04-16 04:00:00,0.49559,2016-04-16T06:03:24.000+0000,51.49019756,-0.190863311,1460786611024 
KC5,58.8,2016-04-15 23:00:00,2.03267,2016-04-16T00:18:19.000+0000,51.49019756,-0.190863311,1460765910900 
KC3,69.7,2016-04-13 21:00:00,4.82541,2016-04-16T17:47:31.000+0000,51.49913951,-0.164337605,1460828911432 
KC4,63.1,2016-04-15 22:00:00,2.37265,2016-04-15T23:48:19.000+0000,51.48743685,-0.168397129,1460764110889 
KC5,69.6,2016-04-15 22:00:00,0.04124,2016-04-15T23:48:19.000+0000,51.49019756,-0.190863311,1460764110889 
KC5,68.9,2016-04-16 09:00:00,5.32759,2016-04-16T11:02:29.000+0000,51.49019756,-0.190863311,1460804611161 
KC3,69.7,2016-04-13 21:00:00,0.01906,2016-04-17T05:02:32.000+0000,51.49913951,-0.164337605,1460869411836 
KC5,80.4,2016-04-16 10:00:00,6.69954,2016-04-16T12:02:29.000+0000,51.49019756,-0.190863311,1460808211220 
KC4,38.6,2016-04-16 00:00:00,0.48733,2016-04-16T02:03:21.000+0000,51.48743685,-0.168397129,1460772210946 
KC4,23.3,2016-04-16 03:00:00,0.77236,2016-04-16T04:33:22.000+0000,51.48743685,-0.168397129,1460781211001 
KC5,35.7,2016-04-16 03:00:00,3.2859,2016-04-16T04:33:22.000+0000,51.49019756,-0.190863311,1460781211001 
KC5,89.9,2016-04-16 21:00:00,3.84735,2016-04-16T22:47:32.000+0000,51.49019756,-0.190863311,1460846911592 
KC3,69.7,2016-04-13 21:00:00,6.42388,2016-04-16T20:17:32.000+0000,51.49913951,-0.164337605,1460837911522 
KC3,69.7,2016-04-13 21:00:00,3.23908,2016-04-17T10:32:33.000+0000,51.49913951,-0.164337605,1460889212024 
KC4,55.7,2016-04-15 21:00:00,2.2148,2016-04-15T23:03:19.000+0000,51.48743685,-0.168397129,1460761410877 
KC5,79.4,2016-04-15 21:00:00,1.78396,2016-04-15T23:03:19.000+0000,51.49019756,-0.190863311,1460761410877 
KC3,69.7,2016-04-13 21:00:00,0.28257,2016-04-15T23:03:19.000+0000,51.49913951,-0.164337605,1460761410877 
KC3,69.7,2016-04-13 21:00:00,5.56017,2016-04-16T12:32:29.000+0000,51.49913951,-0.164337605,1460810011257 
KC4,46.4,2016-04-16 11:00:00,5.92097,2016-04-16T12:32:29.000+0000,51.48743685,-0.168397129,1460810011257 
KC4,26.1,2016-04-16 04:00:00,0,2016-04-16T06:03:24.000+0000,51.48743685,-0.168397129,1460786611024 
KC3,69.7,2016-04-13 21:00:00,0.2884,2016-04-16T06:03:24.000+0000,51.49913951,-0.164337605,1460786611024 
KC5,68.3,2016-04-17 07:00:00,1.60792,2016-04-17T09:02:33.000+0000,51.49019756,-0.190863311,1460883811955 
KC3,69.7,2016-04-13 21:00:00,3.72496,2016-04-17T09:02:33.000+0000,51.49913951,-0.164337605,1460883811955 
KC4,57.1,2016-04-17 07:00:00,2.35918,2016-04-17T09:02:33.000+0000,51.48743685,-0.168397129,1460883811955 
KC3,69.7,2016-04-13 21:00:00,0.00228,2016-04-16T02:03:21.000+0000,51.49913951,-0.164337605,1460772210946 
KC3,69.7,2016-04-13 21:00:00,1.2477,2016-04-17T07:32:33.000+0000,51.49913951,-0.164337605,1460878411917 
KC5,85.9,2016-04-17 00:00:00,0,2016-04-17T01:47:31.000+0000,51.49019756,-0.190863311,1460857711717 
KC5,31,2016-04-16 02:00:00,0,2016-04-16T04:03:21.000+0000,51.49019756,-0.190863311,1460779410991 
KC4,45.7,2016-04-17 06:00:00,2.02516,2016-04-17T07:47:33.000+0000,51.48743685,-0.168397129,1460879311920 
KC3,69.7,2016-04-13 21:00:00,3.97444,2016-04-16T08:32:24.000+0000,51.49913951,-0.164337605,1460795611085 
KC4,63.1,2016-04-15 22:00:00,1.1806,2016-04-16T00:03:19.000+0000,51.48743685,-0.168397129,1460765010894 
KC4,42.3,2016-04-17 04:00:00,1.03797,2016-04-17T06:02:32.000+0000,51.48743685,-0.168397129,1460873011875 
KC4,48.3,2016-04-16 10:00:00,4.76003,2016-04-16T11:32:29.000+0000,51.48743685,-0.168397129,1460806411185 
KC5,31,2016-04-16 02:00:00,0.12176,2016-04-16T03:33:21.000+0000,51.49019756,-0.190863311,1460777610984 
KC3,69.7,2016-04-13 21:00:00,2.6531,2016-04-17T08:17:33.000+0000,51.49913951,-0.164337605,1460881111927 
KC5,69.6,2016-04-15 22:00:00,0.13624,2016-04-15T23:33:19.000+0000,51.49019756,-0.190863311,1460763210885 
KC3,69.7,2016-04-13 21:00:00,0.02601,2016-04-15T23:33:19.000+0000,51.49913951,-0.164337605,1460763210885 
KC4,69.5,2016-04-15 20:00:00,3.61912,2016-04-15T21:18:16.000+0000,51.48743685,-0.168397129,1460755126575 
KC5,31,2016-04-16 02:00:00,0.10705,2016-04-16T03:48:21.000+0000,51.49019756,-0.190863311,1460778510987 
KC5,74.2,2016-04-16 19:00:00,1.8351,2016-04-16T21:02:32.000+0000,51.49019756,-0.190863311,1460840611555 
KC4,60.7,2016-04-16 19:00:00,4.07502,2016-04-16T21:02:32.000+0000,51.48743685,-0.168397129,1460840611555 
KC3,69.7,2016-04-13 21:00:00,5.64343,2016-04-16T16:17:30.000+0000,51.49913951,-0.164337605,1460823511392 
KC5,72.6,2016-04-16 15:00:00,4.01949,2016-04-16T16:17:30.000+0000,51.49019756,-0.190863311,1460823511392 
KC5,99.7,2016-04-16 17:00:00,3.8355,2016-04-16T18:17:32.000+0000,51.49019756,-0.190863311,1460830711438 
KC4,52.2,2016-04-16 17:00:00,5.42826,2016-04-16T18:17:32.000+0000,51.48743685,-0.168397129,1460830711438 
KC4,46.4,2016-04-16 06:00:00,1.92616,2016-04-16T07:33:24.000+0000,51.48743685,-0.168397129,1460792011069 
KC5,77.8,2016-04-16 06:00:00,5.69069,2016-04-16T07:33:24.000+0000,51.49019756,-0.190863311,1460792011069 
KC4,57.1,2016-04-17 07:00:00,3.79193,2016-04-17T08:17:33.000+0000,51.48743685,-0.168397129,1460881111927 
KC5,80.4,2016-04-16 10:00:00,6.18628,2016-04-16T11:17:29.000+0000,51.49019756,-0.190863311,1460805511174 
KC5,76.4,2016-04-17 09:00:00,4.15251,2016-04-17T10:47:33.000+0000,51.49019756,-0.190863311,1460890112032 
KC4,38.5,2016-04-17 09:00:00,2.39121,2016-04-17T10:47:33.000+0000,51.48743685,-0.168397129,1460890112032 
KC5,69.9,2016-04-16 11:00:00,4.94553,2016-04-16T12:17:29.000+0000,51.49019756,-0.190863311,1460809111247 
KC3,69.7,2016-04-13 21:00:00,5.04336,2016-04-16T12:17:29.000+0000,51.49913951,-0.164337605,1460809111247 
KC3,69.7,2016-04-13 21:00:00,0,2016-04-16T05:18:22.000+0000,51.49913951,-0.164337605,1460783911012 
KC4,26.1,2016-04-16 04:00:00,0,2016-04-16T05:18:22.000+0000,51.48743685,-0.168397129,1460783911012 
KC5,33.8,2016-04-16 04:00:00,0,2016-04-16T05:18:22.000+0000,51.49019756,-0.190863311,1460783911012 
KC4,47,2016-04-17 03:00:00,0.88701,2016-04-17T04:47:33.000+0000,51.48743685,-0.168397129,1460868511823 
KC3,69.7,2016-04-13 21:00:00,0.00225,2016-04-17T03:17:32.000+0000,51.49913951,-0.164337605,1460863111749 
KC5,57.4,2016-04-17 02:00:00,0,2016-04-17T03:17:32.000+0000,51.49019756,-0.190863311,1460863111749 
KC4,55.4,2016-04-17 02:00:00,0.49859,2016-04-17T03:17:32.000+0000,51.48743685,-0.168397129,1460863111749 
KC5,106.6,2016-04-15 20:00:00,3.13924,2016-04-15T21:48:19.000+0000,51.49019756,-0.190863311,1460756910853 
KC4,59.8,2016-04-16 15:00:00,5.95847,2016-04-16T16:47:31.000+0000,51.48743685,-0.168397129,1460825311407 
KC3,69.7,2016-04-13 21:00:00,0.59843,2016-04-16T22:47:32.000+0000,51.49913951,-0.164337605,1460846911592 
KC4,51,2016-04-16 09:00:00,5.75944,2016-04-16T10:47:29.000+0000,51.48743685,-0.168397129,1460803711150 
KC3,69.7,2016-04-13 21:00:00,4.35396,2016-04-16T10:47:29.000+0000,51.49913951,-0.164337605,1460803711150 
KC3,69.7,2016-04-13 21:00:00,3.41983,2016-04-15T22:18:19.000+0000,51.49913951,-0.164337605,1460758710861 
KC3,69.7,2016-04-13 21:00:00,4.33932,2016-04-16T18:17:32.000+0000,51.49913951,-0.164337605,1460830711438 
KC5,35.7,2016-04-16 03:00:00,0,2016-04-16T04:18:22.000+0000,51.49019756,-0.190863311,1460780310996 
KC5,35.7,2016-04-16 03:00:00,0.3733,2016-04-16T05:03:22.000+0000,51.49019756,-0.190863311,1460783011009 
